Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Endereco entrega;Bairro;CEP;Expedidor;Recebedor;Data frete;Prazo entrega;Tipo;Documento;Chave CT-e;Nº CT-e;Série;Emissão CT-e;Emissão NFS-e;NF;Qtd NF;Nº Pedidos;Nº Cotacao;Nº Coleta;CT-e 3º;Transportadora;AWB;Cia Aérea;Volumes;Kg Taxado;Kg Real;M3;Valor NF;Valor Frete;Valor Total do Serviço;Valor/Kg;% Frete/NF;Base Cálculo;% ICMS;Valor ICMS;% ICMS Antecipado;Valor ICMS Antecipado;Tabela de Preço;Classificação;Centro de Custo;Usuário
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;REAL FOOD ALIMENTACAO LTDA;Santo André;SP;AV PEREIRA BARRETO, 1400;VL PINHEIRINHO;"=""09190210""";;;03/11/2025 18:29;05/11/2025 23:59;Frete normal;83759/262785;"=""35251160960473000243570030000837591749623896""";"=""83759""";"=""3""";03/11/2025;;"=""1114975""";"=""1""";;;"=""71064""";;;;;5;158,01;100,85;0,63;9.228,92;165,26;165,26;1,05;1,79;165,26;12,00;19,83;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JAU;ROUTE 66 - JAU;Jaú;SP;ACION GROUP;São Paulo;SP;Rua Oito de Novembro, 9;Jabaquara;"=""04324060""";;;03/11/2025 18:30;05/11/2025 23:59;Frete normal;33831/262786;"=""35251160960473001134570030000338311416100243""";"=""33831""";"=""3""";03/11/2025;;"=""430845""";"=""1""";;;"=""71068""";;;;;2;18,59;18,59;0,00;1.408,82;39,85;39,85;2,14;2,83;39,85;12,00;4,78;0,00;0,00;ROUTE 66 - FRACIONADO;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WDE REFRIG ;WDE REFRIG ;Campinas;SP;DANFOSS - OSASCO;Osasco;SP;AMERICO VESPUCIO, 85;JD PLATINA;"=""06273070""";;;03/11/2025 18:30;05/11/2025 23:59;Frete normal;31288/262790;"=""35251160960473000758570030000312881802853162""";"=""31288""";"=""3""";03/11/2025;;"=""188142""";"=""1""";;;"=""71050""";;;;;1;30,00;30,00;0,00;4.338,48;121,92;121,92;4,06;2,81;121,92;12,00;14,63;0,00;0,00;WDE REFRIG;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;CAPITAL FRIO COMERCIO DE PECAS DE REFRIGERACAO LTDA;São Paulo;SP;AV RAIMUNDO PEREIRA DE MAGALHAES, 4424;Jardim Iris;"=""05145200""";;;03/11/2025 18:31;05/11/2025 23:59;Frete normal;83760/262787;"=""35251160960473000243570030000837601203094019""";"=""83760""";"=""3""";03/11/2025;;"=""1115186""";"=""1""";;;"=""71064""";;;;;1;5,68;0,49;0,02;49,90;71,35;71,35;12,55;142,99;71,35;12,00;8,56;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WDE REFRIG ;WDE REFRIG ;Campinas;SP;ELGIN HDB REFRIGERACAO LTDA;Mogi das Cruzes;SP;Avenida Vereador Dante Jordao Stoppa, 47;Cezar de Souza;"=""08820390""";;;03/11/2025 18:31;06/11/2025 23:59;Frete normal;31289/262796;"=""35251160960473000758570030000312891920022268""";"=""31289""";"=""3""";03/11/2025;;"=""188101""";"=""1""";;;"=""71050""";;;;;1;10,00;10,00;0,00;3.971,60;128,25;128,25;12,82;3,23;128,25;12,00;15,39;0,00;0,00;WDE REFRIG;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;SORVETES JUNDIA INDUSTRIA E COMERCIO LTDA;Itaquaquecetuba;SP;Avenida italo Adami, 2298;MORRO BRANCO;"=""08573000""";;;03/11/2025 18:32;05/11/2025 23:59;Frete normal;83761/262789;"=""35251160960473000243570030000837611286275340""";"=""83761""";"=""3""";03/11/2025;;"=""1115188""";"=""1""";;;"=""71064""";;;;;1;18,50;18,50;0,02;1.189,90;112,40;112,40;6,08;9,45;112,40;12,00;13,49;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JAU;ROUTE 66 - JAU;Jaú;SP;GUSTAVO MENDES DOS SANTOS;Sorocaba;SP;RUA  JOAO FLORIO , 116;JD NOVA IPANEMA ;"=""18010744""";;;03/11/2025 18:33;06/11/2025 23:59;Frete normal;33832/262792;"=""35251160960473001134570030000338321124354382""";"=""33832""";"=""3""";03/11/2025;;"=""430789""";"=""1""";;;"=""71068""";;;;;11;125,17;125,17;0,00;6.779,52;104,49;104,49;0,83;1,54;104,49;12,00;12,54;0,00;0,00;ROUTE 66 - FRACIONADO;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;DANFOSS - OSASCO;Osasco;SP;Rua Americo Vespucio, 85;Jardim Platina;"=""06273070""";;;03/11/2025 18:34;05/11/2025 23:59;Frete normal;21836/262791;;;;;2025-11-03;"=""1114456""";"=""1""";;;"=""71064""";;;;;4;159,84;159,84;0,16;18.431,65;191,05;191,05;1,20;1,04;191,05;2,00;3,82;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;GUSTAVO FERREIRA BRASIL;Campinas;SP;RUA RIBEIRAO BRANCO, N°73;JARDIM DO TREVO;"=""13030117""";;;03/11/2025 18:35;06/11/2025 23:59;Frete normal;39610/262794;"=""41251160960473000677570030000396101369044704""";"=""39610""";"=""3""";03/11/2025;;38002, 38035;"=""2""";;"=""81504""";"=""71082""";;;;;3;79,00;79,00;0,24;1.147,31;86,00;86,00;1,09;7,50;76,43;12,00;9,17;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;MARCELA MARIA SCHNUG;Ibiúna;SP;ESTRADA DO VERAVA KM 146, SN;VERAVA;"=""18150000""";;;03/11/2025 18:36;06/11/2025 23:59;Frete normal;39611/262795;"=""41251160960473000677570030000396111093401670""";"=""39611""";"=""3""";03/11/2025;;38059, 38060;"=""2""";;"=""81828""";"=""71082""";;;;;4;118,00;118,00;0,31;1.813,87;121,51;121,51;1,03;6,70;104,28;12,00;12,51;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;THAYS GOMES SANTOS;Petrópolis;RJ;RUA JOAO XAVIER, N°88, 103C;DUARTE SILVEIRA;"=""25665442""";;;03/11/2025 18:36;07/11/2025 23:59;Frete normal;39612/262798;"=""41251160960473000677570030000396121900252834""";"=""39612""";"=""3""";03/11/2025;;"=""38031""";"=""1""";;"=""81150""";"=""71082""";;;;;1;62,00;62,00;0,06;699,00;106,77;106,77;1,72;15,27;97,20;12,00;11,66;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;DONFRIO COMERCIO DE REFRIGERACAO LTDA;São Paulo;SP;RUA EMERICO LOBO DE MESQUITA, 52;JARDIM VAZ DE LIMA;"=""05833110""";;;03/11/2025 18:37;05/11/2025 23:59;Frete normal;83762/262793;"=""35251160960473000243570030000837621191822677""";"=""83762""";"=""3""";03/11/2025;;"=""1115195""";"=""1""";;;"=""71064""";;;;;1;10,19;10,19;0,01;501,63;72,89;72,89;7,15;14,53;72,89;12,00;8,75;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WDE REFRIG ;WDE REFRIG ;Campinas;SP;DANFOSS - EMBU;Embu das Artes;SP;RUA JOSE SEMIAO RODRIGUES AGOSTINHO, 1370;AGUA ESPRAIDA;"=""06833370""";;;03/11/2025 18:37;05/11/2025 23:59;Frete normal;31290/262800;"=""35251160960473000758570030000312901579221058""";"=""31290""";"=""3""";03/11/2025;;"=""188099""";"=""1""";;;"=""71050""";;;;;1;30,00;30,00;0,00;7.378,11;139,18;139,18;4,64;1,89;139,18;12,00;16,70;0,00;0,00;WDE REFRIG;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;MARIA ELAINE CARVALHO DE MESQUITA;Rio de Janeiro;RJ;AV BRIGADEIRO TROMPOWSKI, N°220;RAMOS;"=""21044020""";;;03/11/2025 18:37;06/11/2025 23:59;Frete normal;39613/262801;"=""41251160960473000677570030000396131020589592""";"=""39613""";"=""3""";03/11/2025;;"=""38051""";"=""1""";;"=""81823""";"=""71082""";;;;;6;259,20;218,00;0,86;2.026,46;253,57;253,57;0,98;12,51;227,73;12,00;27,33;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;TOP TAYLOR INDUSTRIA E COMERCIO LTDA;Osasco;SP;AV LOURENCO BELLOLI, 901;PARQUE INDUSTRIAL MAZZEI;"=""06268110""";;;03/11/2025 18:38;05/11/2025 23:59;Frete normal;21837/262797;;;;;2025-11-03;"=""1115032""";"=""1""";;;"=""71064""";;;;;1;14,00;14,00;0,01;16.157,41;135,35;135,35;9,67;0,84;135,35;2,00;2,71;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;ALLAN AZEVEDO;São Paulo;SP;RUA BELCHIOR DE ORDAS, N°383;VILA LEONOR;"=""02078010""";;;03/11/2025 18:38;05/11/2025 23:59;Frete normal;39614/262802;"=""41251160960473000677570030000396141719320763""";"=""39614""";"=""3""";03/11/2025;;"=""38065""";"=""1""";;"=""81832""";"=""71082""";;;;;3;87,41;70,00;0,29;1.109,00;78,04;78,04;0,89;7,04;68,47;12,00;8,22;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;B2 PNEUS - SOROCABA;B2 PNEUS - SOROCABA;Sorocaba;SP;GRANADO CIA COMÉRCIO DE PNEUS LTDA EPP;Jaú;SP;Av NACOES, DAS, 746;CENTRO;"=""17201300""";;;03/11/2025 18:38;06/11/2025 23:59;Frete normal;31291/262805;"=""35251160960473000758570030000312911053009130""";"=""31291""";"=""3""";03/11/2025;;"=""68677""";"=""1""";;;"=""71043""";;;;;78;653,82;653,82;0,00;29.332,16;586,64;586,64;0,90;2,00;586,64;12,00;70,40;0,00;0,00;B2 PNEUS;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ARAUCO - JAGUARIAÍVA;VOGA - VEDABRAS;Curitiba;PR;ARAUCO - JAGUARIAÍVA;Jaguariaíva;PR;RODOVIA KM 228,50 DA PR. 092, S/N;DIST. INDUSTRIAL;"=""84200000""";;;03/11/2025 18:39;07/11/2025 23:59;Frete normal;39615/262804;"=""41251160960473000677570030000396151197790124""";"=""39615""";"=""3""";03/11/2025;;"=""129330""";"=""1""";;;"=""71138""";;;;;1;2,00;2,00;0,00;956,90;68,10;68,10;34,05;7,12;56,45;0,00;0,00;0,00;0,00;ARAUCO DO BRASIL;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ARAUCO - JAGUARIAÍVA;VOGA - VEDABRAS;Curitiba;PR;ARAUCO - JAGUARIAÍVA;Jaguariaíva;PR;RODOVIA KM 228,50 DA PR. 092, S/N;DIST. INDUSTRIAL;"=""84200000""";;;03/11/2025 18:39;07/11/2025 23:59;Frete normal;39616/262806;"=""41251160960473000677570030000396161003560788""";"=""39616""";"=""3""";03/11/2025;;"=""129325""";"=""1""";;;"=""71138""";;;;;1;2,00;2,00;0,00;1.912,16;70,97;70,97;35,48;3,71;59,32;0,00;0,00;0,00;0,00;ARAUCO DO BRASIL;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JAU;ROUTE 66 - JAU;Jaú;SP;EMTL COMERCIO DE INFORMATICA E ELETRONICOS LTDA;São Paulo;SP;ESTRADA ITAQUERA-GUAIANAZES, 2415;JARDIM HELENA;"=""08420000""";;;03/11/2025 18:40;05/11/2025 23:59;Frete normal;33833/262799;"=""35251160960473001134570030000338331904445481""";"=""33833""";"=""3""";03/11/2025;;"=""430780""";"=""1""";;;"=""71068""";;;;;1;3,66;3,66;0,00;8.800,00;77,65;77,65;21,22;0,88;77,65;12,00;9,32;0,00;0,00;ROUTE 66 - FRACIONADO;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;CAPITAL FRIO COMERCIO DE PECAS DE REFRIGERACAO LTDA;São Paulo;SP;AV RAIMUNDO PEREIRA DE MAGALHAES, 4424;Jardim Iris;"=""05145200""";;;03/11/2025 18:40;05/11/2025 23:59;Frete normal;83763/262807;"=""35251160960473000243570030000837631724789548""";"=""83763""";"=""3""";03/11/2025;;"=""1115187""";"=""1""";;;"=""71064""";;;;;1;10,00;10,00;0,01;131,30;71,63;71,63;7,16;54,55;71,63;12,00;8,60;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;B2 PNEUS - SOROCABA;B2 PNEUS - SOROCABA;Sorocaba;SP;REDE MIAMI PNEUS COMERCIO E SERVICOS AUT LTDA;Campinas;SP;R DR CELSO SILVEIRA RESENDE, 634;JARDIM LEONOR;"=""13041255""";;;03/11/2025 18:40;05/11/2025 23:59;Frete normal;31296/262808;"=""35251160960473000758570030000312961285044152""";"=""31296""";"=""3""";03/11/2025;;"=""68655""";"=""1""";;;"=""71043""";;;;;33;233,94;233,94;0,00;9.643,13;192,86;192,86;0,82;2,00;192,86;12,00;23,14;0,00;0,00;B2 PNEUS;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ARAUCO - JAGUARIAÍVA;LOJA DOS ROLAMENTOS;Curitiba;PR;ARAUCO - JAGUARIAÍVA;Jaguariaíva;PR;ROD. PR 092, KM 228,5, S/NR;DIST. IND. III - CX.POST.138;"=""84200000""";;;03/11/2025 18:40;07/11/2025 23:59;Frete normal;39617/262809;"=""41251160960473000677570030000396171744409669""";"=""39617""";"=""3""";03/11/2025;;"=""181817""";"=""1""";;;"=""71144""";;;;;1;3,00;3,00;0,00;453,30;66,59;66,59;22,20;14,69;54,94;0,00;0,00;0,00;0,00;ARAUCO DO BRASIL;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;ERICA GOMES NORDI;Sorocaba;SP;RUA JOAQUIM RODRIGUES DE BARROS, N°329;VILA HORTÊNCIA;"=""18020282""";;;03/11/2025 18:40;06/11/2025 23:59;Frete normal;39627/262811;"=""41251160960473000677570030000396271809957033""";"=""39627""";"=""3""";03/11/2025;;"=""38063""";"=""1""";;"=""81831""";"=""71082""";;;;;2;47,00;47,00;0,14;690,95;75,65;75,65;1,61;10,95;66,08;12,00;7,93;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Michele Silva - Administrativo (CWB)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DADALTO CALDEIRARIA;TERCABO;Campinas;SP;DADALTO CALDEIRARIA;Jaú;SP;RUA ANTONIO LUIZ GOMES REIS, 115;CONCHA DE OURO;"=""17204340""";;;03/11/2025 18:40;06/11/2025 23:59;Frete normal;31292/262813;"=""35251160960473000758570030000312921799662180""";"=""31292""";"=""3""";03/11/2025;;"=""6864""";"=""1""";;;"=""71004""";;;;;3;42,00;42,00;0,00;3.188,00;98,51;98,51;2,35;3,09;98,51;12,00;11,82;0,00;0,00;DADALTO CALDEIRARIA - FRACIONADO;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ROUTE 66 - JAU;ROUTE 66 - JAU;Jaú;SP;N C MARTINS & RODRIGUES LTDA;Avaré;SP;AV JOSELYR MOURA BASTOS, 301;JARDIM PAINEIRAS;"=""18705760""";;;03/11/2025 18:42;06/11/2025 23:59;Frete normal;33834/262803;"=""35251160960473001134570030000338341290317828""";"=""33834""";"=""3""";03/11/2025;;"=""430773""";"=""1""";;;"=""71068""";;;;;12;115,66;115,66;0,00;6.791,64;100,33;100,33;0,87;1,48;100,33;12,00;12,04;0,00;0,00;ROUTE 66 - FRACIONADO;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CHUMBO PAULISTA;CHUMBO PAULISTA;Jaú;SP;VICTOR SCHUTZ D AGOSTINO LTDA;Cotia;SP;Rua Philip Leiner, 350;Parque Alexandre;"=""06714285""";;;03/11/2025 18:43;05/11/2025 23:59;Frete normal;33835/262810;"=""35251160960473001134570030000338351364383486""";"=""33835""";"=""3""";03/11/2025;;"=""5352""";"=""1""";;"=""82214""";"=""71226""";;;;;20;191,00;191,00;0,00;8.600,00;211,59;211,59;1,11;2,46;211,59;12,00;25,39;0,00;0,00;JAR ARTEFATOS;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;VANESSA APARECIDA DIAS DA ROCHA;Carapicuíba;SP;RUA SERRANA, N°27;VILA DIRCE;"=""06333400""";;;03/11/2025 18:43;05/11/2025 23:59;Frete normal;39628/262814;"=""41251160960473000677570030000396281073300050""";"=""39628""";"=""3""";03/11/2025;;"=""38055""";"=""1""";;"=""81824""";"=""71082""";;;;;7;170,00;170,00;0,54;3.331,92;129,89;129,89;0,76;3,90;112,66;12,00;13,52;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Michele Silva - Administrativo (CWB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;VENXX COMERCIO DE FERRAMENTAS LTDA;Curitiba;PR;R PROFESSORA CARMEM LIMA DE ALMEIDA, 100;BACACHERI;"=""82600710""";;;03/11/2025 18:44;06/11/2025 23:59;Frete normal;83764/262812;"=""35251160960473000243570030000837641294581383""";"=""83764""";"=""3""";03/11/2025;;"=""1114885""";"=""1""";;;"=""71064""";;;;;1;270,00;270,00;1,04;22.423,10;289,99;289,99;1,07;1,29;289,99;12,00;34,80;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;IGOR MIRANDA;IGOR MIRANDA;Piraquara;PR;TAIS SOBRAL GRAVE;Osasco;SP;RUA JOAQUIM LAPAS VEIGA, N°430, APT 213;JARDIM D'ABRIL;"=""06040100""";;;03/11/2025 18:44;05/11/2025 23:59;Frete normal;39629/262816;"=""41251160960473000677570030000396291664192559""";"=""39629""";"=""3""";03/11/2025;;"=""38050""";"=""1""";;"=""81932""";"=""71082""";;;;;2;47,00;47,00;0,14;690,95;75,65;75,65;1,61;10,95;66,08;12,00;7,93;0,00;0,00;IGOR MIRANDA;FRACIONADO - LTL;;Michele Silva - Administrativo (CWB)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA; ROUTE 66 - CAMPINAS; ROUTE 66 - CAMPINAS;Campinas;SP;ANDRE RAFAEL SANTINI LTDA;São Manuel;SP;AVENIDA IRMAS CINTRA, 763;CENTRO;"=""18650049""";;;03/11/2025 18:44;06/11/2025 23:59;Frete normal;31293/262817;"=""35251160960473000758570030000312931397870990""";"=""31293""";"=""3""";03/11/2025;;"=""146032""";"=""1""";;;"=""70961""";;;;;1;3,12;3,12;0,00;581,72;35,63;35,63;11,42;6,12;35,63;12,00;4,28;0,00;0,00;ROUTE 66 - FRACIONADO;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ACTIOIL ;ACTIOIL ;Curitiba;PR;CATERPILLAR BRASIL LTDA.;Campo Largo;PR;R EMA TANER DE ANDRADE, 792;ILHA;"=""83606360""";;;03/11/2025 18:45;05/11/2025 23:59;Frete normal;39618/262820;"=""41251160960473000677570030000396181249661046""";"=""39618""";"=""3""";03/11/2025;;"=""17295""";"=""1""";;"=""82192""";"=""71137""";;;;;5;96,56;96,56;0,00;6.340,40;80,87;80,87;0,84;1,28;74,27;0,00;0,00;0,00;0,00;ACTIOIL;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA; ROUTE 66 - CAMPINAS; ROUTE 66 - CAMPINAS;Campinas;SP;MULTSYSTEMS INFORMATICA LTDA.;Itatiba;SP;RUA CAMPOS SALLES, 508;CENTRO;"=""13250360""";;;03/11/2025 18:45;05/11/2025 23:59;Frete normal;31294/262822;"=""35251160960473000758570030000312941047577230""";"=""31294""";"=""3""";03/11/2025;;"=""146078""";"=""1""";;;"=""70961""";;;;;1;8,00;8,00;0,00;2.192,39;43,86;43,86;5,48;2,00;43,86;12,00;5,26;0,00;0,00;ROUTE 66 - FRACIONADO;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;KSOLDARCOS;KSOLDARCOS;Jaú;SP;DEDINI S/A - INDUSTRIAS DE BASE;Piracicaba;SP;RODOVIA RIO CLARO/PIRACICABA, KM 27,5;CAPIM FINO;"=""13412900""";;;03/11/2025 18:46;06/11/2025 23:59;Frete normal;33836/262818;"=""35251160960473001134570030000338361822904514""";"=""33836""";"=""3""";03/11/2025;;"=""10597""";"=""1""";;;"=""71070""";;;;;1;38,00;38,00;0,00;1.964,00;58,28;58,28;1,53;2,97;58,28;12,00;6,99;0,00;0,00;KSOLDA;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;RDBM COMERCIO ;RDBM COMERCIO ;Curitiba;PR;ADRIANA DE SOUZA MARTINS;Ponta Grossa;PR;Av. Gal. Carlos Cavalcanti, 4748;Uvaranas;"=""84030900""";;;03/11/2025 18:46;05/11/2025 23:59;Frete normal;39619/262823;"=""41251160960473000677570030000396191715904104""";"=""39619""";"=""3""";03/11/2025;;"=""1105""";"=""1""";;"=""82170""";"=""71124""";;;;;2;31,16;22,00;0,12;2.114,22;66,63;66,63;2,14;3,15;59,41;0,00;0,00;0,00;0,00;DSYSLAB;FRACIONADO - LTL;;Katia Souza - Expedição (CWB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | OSASCO | 0002-08;FRIGELAR | OSASCO | 0002-08;Osasco;SP;AW DE OLIVEIRA JUNIOR;Santo André;SP;R DOMENICO GAROFALLO, 40;JARDIM LAS VEGAS;"=""09182510""";;;03/11/2025 18:47;05/11/2025 23:59;Frete normal;83765/262815;"=""35251160960473000243570030000837651170156211""";"=""83765""";"=""3""";03/11/2025;;"=""1114990""";"=""1""";;;"=""71064""";;;;;9;123,91;86,33;0,50;5.174,42;136,39;136,39;1,10;2,64;136,39;12,00;16,37;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ADB COMERCIO E TRANSPORTES;ADB COMERCIO E TRANSPORTES;Sumaré;SP;TECPAVER PRE MOLDADOS LTDA;São José dos Pinhais;PR;ROD CONTORNO LESTE BR 116, 14845;COSTEIRA;"=""83015162""";;;03/11/2025 18:47;05/11/2025 23:59;Frete normal;31295/262824;"=""35251160960473000758570030000312951819552262""";"=""31295""";"=""3""";03/11/2025;;2150, 2151;"=""2""";;"=""81174""";"=""71168""";;;;;3;3.000,00;3.000,00;0,00;19.200,00;1.746,22;1.746,22;0,58;9,09;1.746,22;12,00;209,55;0,00;0,00;ADB COMÉRCIO;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BIOFRAGANE;BIOFRAGANE;Ponta Grossa;PR;BARN TINTAS;Portão;RS;ESTRADA OSVALDO SCHERER, 535;BOA VISTA;"=""93180000""";;;03/11/2025 18:47;07/11/2025 23:59;Frete normal;57478/262827;"=""41251160960473000596570030000574781296795064""";"=""57478""";"=""3""";03/11/2025;;"=""66244""";"=""1""";;;"=""71198""";;;;;1;646,00;646,00;0,00;7.915,66;716,66;716,66;1,11;9,05;670,88;12,00;80,51;0,00;0,00;BIOFRAGANE;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ARAUCO - JAGUARIAÍVA;VOGA - VEDABRAS;Curitiba;PR;ARAUCO - JAGUARIAÍVA;Jaguariaíva;PR;RODOVIA KM 228,50 DA PR. 092, S/N;DIST. INDUSTRIAL;"=""84200000""";;;03/11/2025 18:47;07/11/2025 23:59;Frete normal;39630/262829;"=""41251160960473000677570030000396301820173480""";"=""39630""";"=""3""";03/11/2025;;"=""129341""";"=""1""";;;"=""71138""";;;;;1;2,00;2,00;0,00;5.499,52;85,57;85,57;42,78;1,56;73,92;0,00;0,00;0,00;0,00;ARAUCO DO BRASIL;FRACIONADO - LTL;;Michele Silva - Administrativo (CWB)
